Timestamp,Event,Key_Code
17196770060088050,0,78
17196770060088350,1,73
17196770060089600,0,73
17196770060089900,1,78
17196770060091150,0,78
17196770060091450,1,71
17196770060092700,0,71
17196770060093000,1,32
17196770060094250,0,32
17196770060094550,1,76
17196770060095800,0,76
17196770060096100,1,79
17196770060097350,0,79
17196770060097650,1,87
17196770060098900,0,87
17196770060099200,1,65
17196770060100450,0,65
17196770060100750,1,82
17196770060102000,0,82
17196770060102300,1,68
17196770060103550,0,68
17196770060103850,1,83
17196770060105100,0,83
17196770060105400,1,32
17196770060106650,0,32
17196770060106950,1,84
17196770060108200,0,84
17196770060108500,1,72
17196770060109750,0,72
17196770060110050,1,69
17196770060111300,0,69
17196770060111600,1,32
17196770060112850,0,32
17196770060113150,1,77
17196770060114400,0,77
17196770060114700,1,65
17196770060115950,0,65
17196770060116250,1,89
17196770060117500,0,89
17196770060117800,1,32
17196770060119050,0,32
17196770060119350,1,87
17196770060120600,0,87
17196770060120900,1,79
17196770060122150,0,79
17196770060122450,1,82
17196770060123700,0,82
17196770060124000,1,76
17196770060125250,0,76
17196770060125550,1,68
17196770060126800,0,68
17196770060127100,1,46
17196770060128350,0,46
17196770060128650,1,13
17196770060129900,0,13
17196770060130200,1,84
17196770060131450,0,84
17196770060131750,1,72
17196770060133000,0,72
17196770060133300,1,69
17196770060134550,0,69
17196770060134850,1,32
17196770060136100,0,32
17196770060136400,1,81
17196770060137650,0,81
17196770060137950,1,85
17196770060139200,0,85
17196770060139500,1,73
17196770060140750,0,73
17196770060141050,1,67
17196770060142300,0,67
17196770060142600,1,75
17196770060143850,0,75
17196770060144150,1,76
17196770060145400,0,76
17196770060145700,1,89
17196770060146950,0,89
17196770060147250,1,46
17196770060148500,0,46
17196770060148800,1,13
17196770060150050,0,13
17196770060150350,1,66
17196770060151600,0,66
17196770060151900,1,82
17196770060153150,0,82
17196770060153450,1,79
17196770060154700,0,79
17196770060155000,1,87
17196770060156250,0,87
17196770060156550,1,78
17196770060157800,0,78
17196770060158100,1,73
17196770060159350,0,73
17196770060159650,1,78
17196770060160900,0,78
17196770060161200,1,71
17196770060162450,0,71
17196770060162750,1,32
17196770060164000,0,32
17196770060164300,1,76
17196770060165550,0,76
17196770060165850,1,79
17196770060167100,0,79
17196770060167400,1,87
17196770060168650,0,87
17196770060168950,1,65
17196770060170200,0,65
17196770060170500,1,82
17196770060171750,0,82
17196770060172050,1,68
17196770060173300,0,68
17196770060173600,1,83
17196770060174850,0,83
17196770060175150,1,32
17196770060176400,0,32
17196770060176700,1,84
17196770060177950,0,84
17196770060178250,1,72
17196770060179500,0,72
17196770060179800,1,69
17196770060181050,0,69
17196770060181350,1,32
17196770060182600,0,32
17196770060182900,1,77
17196770060184150,0,77
17196770060184450,1,65
17196770060185700,0,65
17196770060186000,1,89
17196770060187250,0,89
17196770060187550,1,32
17196770060188800,0,32
17196770060189100,1,87
17196770060190350,0,87
17196770060190650,1,79
17196770060191900,0,79
17196770060192200,1,82
17196770060193450,0,82
17196770060193750,1,76
17196770060195000,0,76
17196770060195300,1,68
17196770060196550,0,68
17196770060196850,1,46
17196770060198100,0,46
17196770060198400,1,13
17196770060199650,0,13
17196770060199950,1,84
17196770060201200,0,84
17196770060201500,1,72
17196770060202750,0,72
17196770060203050,1,69
17196770060204300,0,69
17196770060204600,1,32
17196770060205850,0,32
17196770060206150,1,81
17196770060207400,0,81
17196770060207700,1,85
17196770060208950,0,85
17196770060209250,1,73
17196770060210500,0,73
17196770060210800,1,67
17196770060212050,0,67
17196770060212350,1,75
17196770060213600,0,75
17196770060213900,1,76
17196770060215150,0,76
17196770060215450,1,89
17196770060216700,0,89
17196770060217000,1,46
17196770060218250,0,46
17196770060218550,1,13
17196770060219800,0,13
17196770060220100,1,66
17196770060221350,0,66
17196770060221650,1,82
17196770060222900,0,82
17196770060223200,1,79
17196770060224450,0,79
17196770060224750,1,87
17196770060226000,0,87
17196770060226300,1,78
17196770060227550,0,78
17196770060227850,1,73
17196770060229100,0,73
17196770060229400,1,78
17196770060230650,0,78
17196770060230950,1,71
17196770060232200,0,71
17196770060232500,1,32
17196770060233750,0,32
17196770060234050,1,76
17196770060235300,0,76
17196770060235600,1,79
17196770060236850,0,79
17196770060237150,1,87
17196770060238400,0,87
17196770060238700,1,65
17196770060239950,0,65
17196770060240250,1,82
17196770060241500,0,82
17196770060241800,1,68
17196770060243050,0,68
17196770060243350,1,83
17196770060244600,0,83
17196770060244900,1,32
17196770060246150,0,32
17196770060246450,1,84
17196770060247700,0,84
17196770060248000,1,72
17196770060249250,0,72
17196770060249550,1,69
17196770060250800,0,69
17196770060251100,1,32
17196770060252350,0,32
17196770060252650,1,77
17196770060253900,0,77
17196770060254200,1,65
17196770060255450,0,65
17196770060255750,1,89
17196770060257000,0,89
17196770060257300,1,32
17196770060258550,0,32
17196770060258850,1,87
17196770060260100,0,87
17196770060260400,1,79
17196770060261650,0,79
17196770060261950,1,82
17196770060263200,0,82
17196770060263500,1,76
17196770060264750,0,76
17196770060265050,1,68
17196770060266300,0,68
17196770060266600,1,46
17196770060267850,0,46
17196770060268150,1,13
17196770060269400,0,13
17196770060269700,1,84
17196770060270950,0,84
17196770060271250,1,72
17196770060272500,0,72
17196770060272800,1,69
17196770060274050,0,69
17196770060274350,1,32
17196770060275600,0,32
17196770060275900,1,81
17196770060277150,0,81
17196770060277450,1,85
17196770060278700,0,85
17196770060279000,1,73
17196770060280250,0,73
17196770060280550,1,67
17196770060281800,0,67
17196770060282100,1,75
17196770060283350,0,75
17196770060283650,1,76
17196770060284900,0,76
17196770060285200,1,89
17196770060286450,0,89
17196770060286750,1,46
17196770060288000,0,46
17196770060288300,1,13
17196770060289550,0,13
17196770060289850,1,66
17196770060291100,0,66
17196770060291400,1,82
17196770060292650,0,82
17196770060292950,1,79
17196770060294200,0,79
17196770060294500,1,87
17196770060295750,0,87
17196770060296050,1,78
17196770060297300,0,78
17196770060297600,1,73
17196770060298850,0,73
17196770060299150,1,78
17196770060300400,0,78
17196770060300700,1,71
17196770060301950,0,71
17196770060302250,1,32
17196770060303500,0,32
17196770060303800,1,76
17196770060305050,0,76
17196770060305350,1,79
17196770060306600,0,79
17196770060306900,1,87
17196770060308150,0,87
17196770060308450,1,65
17196770060309700,0,65
17196770060310000,1,82
17196770060311250,0,82
17196770060311550,1,68
17196770060312800,0,68
17196770060313100,1,83
17196770060314350,0,83
17196770060314650,1,32
17196770060315900,0,32
17196770060316200,1,84
17196770060317450,0,84
17196770060317750,1,72
17196770060319000,0,72
17196770060319300,1,69
17196770060320550,0,69
17196770060320850,1,32
17196770060322100,0,32
17196770060322400,1,77
17196770060323650,0,77
17196770060323950,1,65
17196770060325200,0,65
17196770060325500,1,89
17196770060326750,0,89
17196770060327050,1,32
17196770060328300,0,32
17196770060328600,1,87
17196770060329850,0,87
17196770060330150,1,79
17196770060331400,0,79
17196770060331700,1,82
17196770060332950,0,82
17196770060333250,1,76
17196770060334500,0,76
17196770060334800,1,68
17196770060336050,0,68
17196770060336350,1,46
17196770060337600,0,46
17196770060337900,1,13
17196770060339150,0,13
17196770060339450,1,84
17196770060340700,0,84
17196770060341000,1,72
17196770060342250,0,72
17196770060342550,1,69
17196770060343800,0,69
17196770060344100,1,32
17196770060345350,0,32
17196770060345650,1,81
17196770060346900,0,81
17196770060347200,1,85
17196770060348450,0,85
17196770060348750,1,73
17196770060350000,0,73
17196770060350300,1,67
17196770060351550,0,67
17196770060351850,1,75
17196770060353100,0,75
17196770060353400,1,76
17196770060354650,0,76
17196770060354950,1,89
17196770060356200,0,89
17196770060356500,1,46
17196770060357750,0,46
17196770060358050,1,13
17196770060359300,0,13
17196770060359600,1,66
17196770060360850,0,66
17196770060361150,1,82
17196770060362400,0,82
17196770060362700,1,79
17196770060363950,0,79
17196770060364250,1,87
17196770060365500,0,87
17196770060365800,1,78
17196770060367050,0,78
17196770060367350,1,73
17196770060368600,0,73
17196770060368900,1,78
17196770060370150,0,78
17196770060370450,1,71
17196770060371700,0,71
17196770060372000,1,32
17196770060373250,0,32
17196770060373550,1,76
17196770060374800,0,76
17196770060375100,1,79
17196770060376350,0,79
17196770060376650,1,87
17196770060377900,0,87
17196770060378200,1,65
17196770060379450,0,65
17196770060379750,1,82
17196770060381000,0,82
17196770060381300,1,68
17196770060382550,0,68
17196770060382850,1,83
17196770060384100,0,83
17196770060384400,1,32
17196770060385650,0,32
17196770060385950,1,84
17196770060387200,0,84
17196770060387500,1,72
17196770060388750,0,72
17196770060389050,1,69
17196770060390300,0,69
17196770060390600,1,32
17196770060391850,0,32
17196770060392150,1,77
17196770060393400,0,77
17196770060393700,1,65
17196770060394950,0,65
17196770060395250,1,89
17196770060396500,0,89
17196770060396800,1,32
17196770060398050,0,32
17196770060398350,1,87
17196770060399600,0,87
17196770060399900,1,79
17196770060401150,0,79
17196770060401450,1,82
17196770060402700,0,82
17196770060403000,1,76
17196770060404250,0,76
17196770060404550,1,68
17196770060405800,0,68
17196770060406100,1,46
17196770060407350,0,46
17196770060407650,1,13
17196770060408900,0,13
17196770060409200,1,84
17196770060410450,0,84
17196770060410750,1,72
17196770060412000,0,72
17196770060412300,1,69
17196770060413550,0,69
17196770060413850,1,32
17196770060415100,0,32
17196770060415400,1,81
17196770060416650,0,81
17196770060416950,1,85
17196770060418200,0,85
17196770060418500,1,73
17196770060419750,0,73
17196770060420050,1,67
17196770060421300,0,67
17196770060421600,1,75
17196770060422850,0,75
17196770060423150,1,76
17196770060424400,0,76
17196770060424700,1,89
17196770060425950,0,89
17196770060426250,1,46
17196770060427500,0,46
17196770060427800,1,13
17196770060429050,0,13
17196770060429350,1,66
17196770060430600,0,66
17196770060430900,1,82
17196770060432150,0,82
17196770060432450,1,79
17196770060433700,0,79
17196770060434000,1,87
17196770060435250,0,87
17196770060435550,1,78
17196770060436800,0,78
17196770060437100,1,73
17196770060438350,0,73
17196770060438650,1,78
17196770060439900,0,78
17196770060440200,1,71
17196770060441450,0,71
17196770060441750,1,32
17196770060443000,0,32
17196770060443300,1,76
17196770060444550,0,76
17196770060444850,1,79
17196770060446100,0,79
17196770060446400,1,87
17196770060447650,0,87
17196770060447950,1,65
17196770060449200,0,65
17196770060449500,1,82
17196770060450750,0,82
17196770060451050,1,68
17196770060452300,0,68
17196770060452600,1,83
17196770060453850,0,83
17196770060454150,1,32
17196770060455400,0,32
17196770060455700,1,84
17196770060456950,0,84
17196770060457250,1,72
17196770060458500,0,72
17196770060458800,1,69
17196770060460050,0,69
17196770060460350,1,32
17196770060461600,0,32
17196770060461900,1,77
17196770060463150,0,77
17196770060463450,1,65
17196770060464700,0,65
17196770060465000,1,89
17196770060466250,0,89
17196770060466550,1,32
17196770060467800,0,32
17196770060468100,1,87
17196770060469350,0,87
17196770060469650,1,79
17196770060470900,0,79
17196770060471200,1,82
17196770060472450,0,82
17196770060472750,1,76
17196770060474000,0,76
17196770060474300,1,68
17196770060475550,0,68
17196770060475850,1,46
17196770060477100,0,46
17196770060477400,1,13
17196770060478650,0,13
17196770060478950,1,84
17196770060480200,0,84
17196770060480500,1,72
17196770060481750,0,72
17196770060482050,1,69
17196770060483300,0,69
17196770060483600,1,32
17196770060484850,0,32
17196770060485150,1,81
17196770060486400,0,81
17196770060486700,1,85
17196770060487950,0,85
17196770060488250,1,73
17196770060489500,0,73
17196770060489800,1,67
17196770060491050,0,67
17196770060491350,1,75
17196770060492600,0,75
17196770060492900,1,76
17196770060494150,0,76
17196770060494450,1,89
17196770060495700,0,89
17196770060496000,1,46
17196770060497250,0,46
17196770060497550,1,13
17196770060498800,0,13
17196770060499100,1,66
17196770060500350,0,66
17196770060500650,1,82
17196770060501900,0,82
17196770060502200,1,79
17196770060503450,0,79
17196770060503750,1,87
17196770060505000,0,87
17196770060505300,1,78
17196770060506550,0,78
17196770060506850,1,73
17196770060508100,0,73
17196770060508400,1,78
17196770060509650,0,78
17196770060509950,1,71
17196770060511200,0,71
17196770060511500,1,32
17196770060512750,0,32
17196770060513050,1,76
17196770060514300,0,76
17196770060514600,1,79
17196770060515850,0,79
17196770060516150,1,87
17196770060517400,0,87
17196770060517700,1,65
17196770060518950,0,65
17196770060519250,1,82
17196770060520500,0,82
17196770060520800,1,68
17196770060522050,0,68
17196770060522350,1,83
17196770060523600,0,83
17196770060523900,1,32
17196770060525150,0,32
17196770060525450,1,84
17196770060526700,0,84
17196770060527000,1,72
17196770060528250,0,72
17196770060528550,1,69
17196770060529800,0,69
17196770060530100,1,32
17196770060531350,0,32
17196770060531650,1,77
17196770060532900,0,77
17196770060533200,1,65
17196770060534450,0,65
17196770060534750,1,89
17196770060536000,0,89
17196770060536300,1,32
17196770060537550,0,32
17196770060537850,1,87
17196770060539100,0,87
17196770060539400,1,79
17196770060540650,0,79
17196770060540950,1,82
17196770060542200,0,82
17196770060542500,1,76
17196770060543750,0,76
17196770060544050,1,68
17196770060545300,0,68
17196770060545600,1,46
17196770060546850,0,46
17196770060547150,1,13
17196770060548400,0,13
