Timestamp,Event,Key_Code
17196770082000000,0,87
17196770082005000,1,79
17196770082010000,0,79
17196770082015000,1,82
17196770082020000,0,82
17196770082025000,1,76
17196770082030000,0,76
17196770082035000,1,68
17196770082040000,0,68
17196770082045000,1,46
17196770082050000,0,46
17196770082055000,1,13
17196770082060000,0,13
